Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,['F. Scott Fitzgerald'],1995-05-03,"A vibrant self-portrait of an artist whose work was his life. In this new collection of F. Scott Fitzgerald's letters, edited by leading Fitzgerald scholar and biographer Matthew J. Bruccoli, we see through his own words the artistic and emotional maturation of one of America's most enduring and elegant authors. A Life in Letters is the most comprehensive volume of Fitzgerald's letters -- many of them appearing in print for the first time. The fullness of the selection and the chronological arrangement make this collection the closest thing to an autobiography that Fitzgerald ever wrote. While many readers are familiar with Fitzgerald's legendary ""jazz age"" social life and his friendships with Ernest Hemingway, Gertrude Stein, Edmund Wilson, and other famous authors, few are aware of his writings about his life and his views on writing. Letters to his editor Maxwell Perkins illustrate the development of Fitzgerald's literary sensibility; those to his friend and competitor Ernest Hemingway reveal their difficult relationship. The most poignant letters here were written to his wife, Zelda, from the time of their courtship in Montgomery, Alabama, during World War I to her extended convalescence in a sanatorium near Asheville, North Carolina. Fitzgerald is by turns affectionate and proud in his letters to his daughter, Scottie, at college in the East while he was struggling in Hollywood. For readers who think primarily of Fitzgerald as a hard-drinking playboy for whom writing was effortless, these letters show his serious, painstaking concerns with creating realistic, durable art.",0684801531,9780684801537,528.0,['Biography & Autobiography'],NOT_MATURE,en,0684801531
,"['Danny Thomas', 'Bill Davidson']",1991,"The man who went from a childhood of poverty in Toledo to become a major star and producer of such hits as ""Make Room for Daddy"" and ""The Dick Van Dyke Show"" shares the story of his phenomenal success",UOM:49015002498047,,320.0,['Biography & Autobiography'],NOT_MATURE,en,0399135669
,['William Kilpatrick'],1983-08,"Examines the role of psychology in contemporary society, discusses the conflict between psychology and Christianity, and argues that psychology has failed to provide personal salvation",0840753527,9780840753526,228.0,['Christianity'],NOT_MATURE,en,0840753527
,['Thomas Perry'],1999,"Jane Whitefield leaves her quiet life as a newlywed to rescue a young girl fleeing a deadly mafioso and, to stop a growing evil, is forced into an uneasy alliace with a mafia hitman with a photographic memory to steal a fortune from the mob. 50,000 first printing.",0679453040,9780679453048,174.0,['Fiction'],NOT_MATURE,en,0679453040
,['Walter Wangerin'],1978,Good struggles with Evil as Chauntecleer the rooster fights against the mysterious Wyrm.,0060263474,9780060263478,241.0,['Animals'],NOT_MATURE,en,0060263474
,,,,,,,,,,0877848254
,['Dorothy Clarke Wilson'],1989,,0310516714,9780310516712,304.0,['India'],NOT_MATURE,en,0310516714
,"['Laurel Mellin', '(None)']",1998-05-19,"You‘ve tried everything : the pills, the shakes, the diets, even the surgery, and it‘s been a losing battle. But permanent weight loss isn‘t impossible. Not anymore . . . Now dietary expert Laurel Mellin offers a scientifically proven, agony–free, breakthrough program for weight loss that doesn‘t require deprivation or superhuman willpower. The Diet–Free Solution presents a practical six–step plan that succeeds where other diets fail because it identifies the psychological, physical, and lifestyle causes of weight problems : the powerful mind and body drives that lead to overeating and inactivity栮d offers the cure for each. You can change your body, and ultimately your whole life 執ith: The Nurturing Cure: How to become aware of your feelings and meet your own needs The Limits Cure: How to control your actions and set appropriate, realistic expectations The Body Pride Cure: How to turn off negative stereotypes about fat The Good Health Cure: How to become aware of body health and stay healthy The Eating Cure: How to eat regular meals and maintain a healthy diet The Activity Cure: How to maintain an exercise program and find personal time Until you understand the whole truth about your weight problem, you can‘t solve it. Whether you‘re trying to lose those last five pounds, end a compulsive eating problem, or shed more weight than you ever thought you‘d carry, let The Diet–Free Solution work for you now and for the rest of your life! The ability to self–nurture and set effective limits is the root of human maturity, and the foundation for emotional, behavioural, and spiritual balance. Fortunately, the skills to self–nurture and set effective limits can be fine–tuned and readers will learn them via a wealth of practical examples, colourful case histories, and scientific findings that are both fascinating and easy to understand. These skills are effective for a wide range of psychological and addictive problems––from alcoholism and other addictions to overeating, overworking, overspending, and perfectionism.",9780060987244,0060987243,414.0,['Health & Fitness'],NOT_MATURE,en,0060987243
,,1979-09,Friends help a lion who has lost his mane regrow a most unusual one.,0395282675,9780395282670,44.0,['Juvenile Fiction'],NOT_MATURE,en,0395282675
,,,,,,,,,,0702806218
,['Bill Peet'],1982-04,"Cyrus, a shy and friendly serpent, finally realizes his ambition by heroically helping some voyagers through a storm and foiling some dastardly pirates.",0395313899,9780395313893,52.0,['Juvenile Fiction'],NOT_MATURE,en,0395313899
,,,,,,,,,,0935701249
,['New York Public Library'],1989,"""A Stonesong Press book."" This collection of the most frequently sought information is organized into 26 subject areas. Includes events, discoveries, people, facts, dates, terms, etc.",UOM:39015026954688,,914.0,['Encyclopedias and dictionaries'],NOT_MATURE,en,0136204449
,['Patricia Telesco'],1998-12-14,"A LITTLE BOOK OF LOVE MAGIC is a cornucopia of lore, magic, an imaginative ritual designed to bring excitement and romance to your life. Patricia Telesco tells us how to use magic to manifest our hopes and dreams for romantic relationships, friendships, family relations, and passions for our work. The chapters are full of recipes, rituals, and simple spells to obtain a deeper love for people, pets, and projects in our lives while increasing our own magnetism, self-confidence, and inspiration.",0895948877,9780895948878,175.0,"['Body, Mind & Spirit']",NOT_MATURE,en,0895948877
,,,,,,,,,,0345275934
,['Anne Lamott'],1985,"Louise, a cook at Jessie's Cafe, relies on humor and the friendship of her co-workers and regulars at the cafe to get over her breakup with Joe Jones",0865472092,9780865472099,242.0,['Fiction'],NOT_MATURE,en,0865472092
,,,,,,,,,,0830715320
,['Abigail Thomas'],2000,"The author of An Actual Life and Getting Over Tom shares an intimate memoir about marriage and motherhood, looking back on a life of love and mistakes. 17,500 first printing.",UVA:X004418520,,200.0,['Social Science'],NOT_MATURE,en,037540807X
,['Charles R. Swindoll'],1992-02,,0849984289,9780849984280,116.0,['Bible'],NOT_MATURE,en,0849984289
,"[""Flannery O'Connor"", 'Brainard Cheney', 'Frances Neel Cheney']",1986,"In 1953 Flannery O'Connor was so pleased by Brainard Cheney's review of her much misunderstood first novel Wise Blood that she wrote the reviewer to thank him. What Cheney, himself a novelist, had said about the book was right on target. Very soon a friendship between this rising star of southern literature and Brainard and Frances Cheney was flourishing. Over the next eleven years there was a spirited exchange of letters and visits. Whenever possible, the Cheneys stopped by Andalusia, the O'Connor farm near Milledgeville, Georgia, and O'Connor was able to visit them at Cold Chimneys, their home in Smyrna, Tennessee. This fascinating book collecting their correspondence reveals a devoted friendship that ended with Flannery O'Connor's death at thirty-nine in 1964. In these 188 letters, all previously unpublished, we see a new aspect of her life, the part she shared with ""Lon"" and ""Fannie"" Cheney. These letters not only give the pleasure of knowing more about the talented Cheneys, an eminent couple close to the Tate circle, but also provide yet another occasion for readers to revel in the delight of Flannery O' Connor's sparkling wit and dark humor. From O'Connor there are 117 letters, from Cheney 71. All Mrs. Cheney's letters to Flannery have been lost, but from the surviving correspondence the reader can note with pleasure the interests that seemed to draw this trio closer as they shared opinions and reports about their native South, their Roman Catholicism, their novels in progress, and their commitment to good writing. But it is chiefly the literary illuminations via these letters that enhance the friendship as well as ignite the reader's compelling curiosity. The letters focus attention upon a time in Flannery O'Connor's life when correspondence was of great importance to her. The O'Connor/Cheney letters make it clear that her circumscribed life was enlarged and enriched by this friendship during her most creative and productive years. - Jacket flap.",UOM:39015011249011,,256.0,['Fiction'],NOT_MATURE,en,0878052925
,['Wade Cook'],1997,"Offers ideas for becoming wealthy and using the Bible for guidance in earning, saving, spending, and investing in service to God",0910019681,9780910019682,192.0,['Business & Economics'],NOT_MATURE,en,0910019681
,['Lloyd John Ogilvie'],1981-06,This book is a exciting new source of spiritual truth and power. As he studied and preached on the parables the author came to a profound coviction: Eash parable contains a basic element of the nature of God and how He works in our lives.,0830707913,9780830707911,320.0,['Religion'],NOT_MATURE,en,0830707913
,,,,,,,,,,0671765418
,['Patricia MacLachlan'],1985,"When their father invites a mail-order bride to come live with them in their prairie home, Caleb and Anna are captivated by their new mother and hope that she will stay.",0064471497,9780064471497,58.0,['Juvenile Fiction'],NOT_MATURE,en,0064471497
,['Tim Stafford'],1977,Questions and answers about sex from a Christian point of view.,PSU:000008775610,,160.0,['Questions and answers'],NOT_MATURE,en,031032971X
,['Sharon Dennis Wyeth'],1990,"When Maxie Schloss joins Suite 3-D, the other girls place an ad in the local paper to help her find a pen pal, but when a mystery boy begins writing letters to her, Shanon, Amy, and Palmer are determined to find out who he is.",0440403944,9780440403944,128.0,['Boarding schools'],NOT_MATURE,en,0440403944
,['Barry Miles'],2000,"Recreates the period from 1957 to 1963 when Paris's Beat Hotel, a cheap rooming house on the Left Bank, became the home and gathering place of Allen Ginsberg, William Burroughs, Gregory Corso, and other luminaries of the Beat Generation.",080211668X,9780802116680,294.0,['Biography & Autobiography'],NOT_MATURE,en,080211668X
,['R. Don Steele'],1999,"sexual signals help you find, meet, talk with and date Mister or Ms Right using secrets of nonverbal communication. Fifty photographs clearly show what to watch out for. The essence of courtship and dating conversations is to communicate, with and without words, ""This is who I am. I like me. I hope you like me. Show and tell me about yourself so I can discover if I like you."" Women - learn how you can easily get noticed, then interest and attract the right type of man, a man you can trust. The way he stands or sits, touches or does not touch himself lets you know if he is telling the truth. The brutally honest chapter is titled Courtship Tactics for women. Men - learn how you can tell from across the room if she's interested in you by her posture and gestures. During conversation, find out if she's leading you on or if she's sincerely interested in you. The brutally hones chapter is titled Courtship Tactics for Men.",0962067164,9780962067167,180.0,['Family & Relationships'],NOT_MATURE,en,0962067164
